trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents,contracts_traded,actual_outcome_target,pnl_cents
2025-05-23T00:36:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960560,24.00,BUY_YES,0.9423,94,1,1,6
2025-05-23T00:36:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747960560,24.00,BUY_YES,0.6682,66,1,1,34
2025-05-23T00:36:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960560,24.00,BUY_NO,0.1016,89,1,0,11
2025-05-23T00:36:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960560,24.00,BUY_NO,0.2117,78,1,0,22
2025-05-23T00:37:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960620,23.00,BUY_NO,0.1009,89,1,0,11
2025-05-23T00:37:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960620,23.00,BUY_NO,0.1740,82,1,0,18
2025-05-23T00:37:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960620,23.00,BUY_YES,0.9124,91,1,1,9
2025-05-23T00:38:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960680,22.00,BUY_NO,0.2554,74,1,0,26
2025-05-23T00:38:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960680,22.00,BUY_NO,0.1002,89,1,0,11
2025-05-23T00:38:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960680,22.00,BUY_YES,0.9521,95,1,1,5
2025-05-23T00:38:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747960680,22.00,BUY_YES,0.7480,74,1,1,26
2025-05-23T00:39:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960740,21.00,BUY_NO,0.1755,82,1,0,18
2025-05-23T00:39:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960740,21.00,BUY_NO,0.0932,90,1,0,10
2025-05-23T00:39:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960740,21.00,BUY_YES,0.9260,92,1,1,8
2025-05-23T00:40:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960800,20.00,BUY_NO,0.2093,79,1,0,21
2025-05-23T00:40:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960800,20.00,BUY_YES,0.9416,94,1,1,6
2025-05-23T00:40:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960800,20.00,BUY_NO,0.1056,89,1,0,11
2025-05-23T00:40:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747960800,20.00,BUY_YES,0.6256,62,1,1,38
2025-05-23T00:41:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747960860,19.00,BUY_YES,0.8546,85,1,1,15
2025-05-23T00:41:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960860,19.00,BUY_NO,0.3688,63,1,0,37
2025-05-23T00:41:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960860,19.00,BUY_NO,0.1394,86,1,0,14
2025-05-23T00:41:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960860,19.00,BUY_YES,0.9642,96,1,1,4
2025-05-23T00:42:00+00:00,KXBTCD-25MAY2221-T111749.99,111749.99,1747962000,1747960920,18.00,BUY_NO,0.3055,69,1,0,31
2025-05-23T00:42:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960920,18.00,BUY_NO,0.1093,89,1,0,11
2025-05-23T00:42:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960920,18.00,BUY_YES,0.9614,96,1,1,4
2025-05-23T00:42:00+00:00,KXBTCD-25MAY2221-T111499.99,111499.99,1747962000,1747960920,18.00,BUY_YES,0.8295,82,1,1,18
2025-05-23T00:43:00+00:00,KXBTCD-25MAY2221-T111249.99,111249.99,1747962000,1747960980,17.00,BUY_YES,0.9581,95,1,1,5
2025-05-23T00:43:00+00:00,KXBTCD-25MAY2221-T111999.99,111999.99,1747962000,1747960980,17.00,BUY_NO,0.0888,91,1,0,9
