timestamp,market_ticker,type,yes_bid_price_cents,yes_bid_qty,yes_ask_price_cents,yes_ask_qty_on_no_side,sequence_num,delta_side,delta_price_cents,delta_quantity
2025-05-21T14:00:30.977151,KXBTCD-25MAY2118-T107749.99,SNAPSHOT,74,150,80,50,1,,,
2025-05-21T14:00:32.500142,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,80,50,2,yes,4,3028
2025-05-21T14:00:32.501035,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,80,50,3,yes,2,2960
2025-05-21T14:00:32.520254,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,80,50,4,yes,1,44781
2025-05-21T14:00:32.520550,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,80,50,5,yes,1,15104
2025-05-21T14:00:33.000516,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,80,50,6,no,19,-100
2025-05-21T14:00:33.001866,KXBTCD-25MAY2118-T107749.99,DELTA,74,50,80,50,7,yes,74,-100
2025-05-21T14:00:34.281835,KXBTCD-25MAY2118-T107749.99,DELTA,74,50,80,50,8,yes,72,100
2025-05-21T14:00:34.299418,KXBTCD-25MAY2118-T107749.99,DELTA,74,50,80,150,9,no,20,100
2025-05-21T14:00:34.939884,KXBTCD-25MAY2118-T107749.99,DELTA,72,100,80,150,10,yes,74,-50
2025-05-21T14:00:34.940134,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,11,yes,72,50
2025-05-21T14:00:36.680888,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,12,yes,1,-32400
2025-05-21T14:00:36.681932,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,13,yes,5,6480
2025-05-21T14:00:37.519525,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,14,yes,50,-200
2025-05-21T14:00:37.520260,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,15,yes,40,200
2025-05-21T14:00:37.620746,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,16,yes,51,-9
2025-05-21T14:00:37.640950,KXBTCD-25MAY2118-T107749.99,DELTA,72,150,80,150,17,yes,41,9
2025-05-21T14:00:38.180809,KXBTCD-25MAY2118-T107749.99,DELTA,72,50,80,150,18,yes,72,-100
2025-05-21T14:00:38.341719,KXBTCD-25MAY2118-T107749.99,DELTA,41,9,80,150,19,yes,72,-50
2025-05-21T14:00:38.342875,KXBTCD-25MAY2118-T107749.99,DELTA,41,59,80,150,20,yes,41,50
2025-05-21T14:00:38.479648,KXBTCD-25MAY2118-T107749.99,DELTA,41,50,80,150,21,yes,41,-9
2025-05-21T14:00:38.500171,KXBTCD-25MAY2118-T107749.99,DELTA,41,50,80,150,22,yes,6,9
2025-05-21T14:00:38.599680,KXBTCD-25MAY2118-T107749.99,DELTA,41,50,80,150,23,yes,40,-200
2025-05-21T14:00:38.600733,KXBTCD-25MAY2118-T107749.99,DELTA,50,200,80,150,24,yes,50,200
2025-05-21T14:00:38.659813,KXBTCD-25MAY2118-T107749.99,DELTA,50,200,80,150,25,yes,41,-50
2025-05-21T14:00:38.660499,KXBTCD-25MAY2118-T107749.99,DELTA,51,50,80,150,26,yes,51,50
2025-05-21T14:00:38.721050,KXBTCD-25MAY2118-T107749.99,DELTA,51,59,80,150,27,yes,51,9
2025-05-21T14:00:38.722144,KXBTCD-25MAY2118-T107749.99,DELTA,51,59,79,9,28,no,21,9
2025-05-21T14:00:39.280059,KXBTCD-25MAY2118-T107749.99,DELTA,74,100,79,9,29,yes,74,100
2025-05-21T14:00:39.280989,KXBTCD-25MAY2118-T107749.99,DELTA,74,100,79,9,30,no,20,-100
2025-05-21T14:00:39.339320,KXBTCD-25MAY2118-T107749.99,DELTA,74,100,79,9,31,yes,51,-50
2025-05-21T14:00:39.340219,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,79,9,32,yes,74,50
2025-05-21T14:00:39.460604,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,79,9,33,yes,52,9
2025-05-21T14:00:39.461634,KXBTCD-25MAY2118-T107749.99,DELTA,74,150,79,9,34,yes,6,-9
