1706745600000,42580.00000000,42632.86000000,42573.46000000,42632.86000000,53.79874000,1706745659999,2291688.23331320,1447,29.33654000,1249820.76853770,0
1706745660000,42632.86000000,42641.32000000,42618.01000000,42641.31000000,24.61796000,1706745719999,1049508.58931650,1222,16.12127000,687299.02153990,0
1706745720000,42641.31000000,42687.63000000,42641.31000000,42668.00000000,27.69779000,1706745779999,1181826.80135570,1068,18.19990000,776509.50243480,0
1706745780000,42668.00000000,42668.01000000,42632.89000000,42632.90000000,29.72943000,1706745839999,1267816.42654120,714,5.61736000,239525.94092640,0
1706745840000,42632.89000000,42632.90000000,42594.17000000,42607.62000000,23.87742000,1706745899999,1017467.39539010,794,11.58899000,493743.40372450,0
1706745900000,42607.62000000,42617.79000000,42594.17000000,42594.18000000,16.91813000,1706745959999,720849.93986480,699,8.41394000,358490.70034720,0
1706745960000,42594.17000000,42594.18000000,42582.77000000,42582.78000000,15.31125000,1706746019999,652092.31186440,515,1.92895000,82149.88952500,0
1706746020000,42582.78000000,42621.82000000,42582.73000000,42621.81000000,28.37807000,1706746079999,1208656.48143900,943,19.85046000,845478.77089420,0
1706746080000,42621.81000000,42621.82000000,42603.02000000,42605.27000000,18.66818000,1706746139999,795494.74792580,799,9.41810000,401289.97463610,0
1706746140000,42605.28000000,42605.28000000,42582.12000000,42598.20000000,15.17837000,1706746199999,646522.02578250,822,7.05568000,300520.92418660,0
1706746200000,42598.19000000,42598.20000000,42592.85000000,42592.85000000,17.20198000,1706746259999,732706.18330770,710,6.12094000,260720.28352170,0
1706746260000,42592.86000000,42592.86000000,42573.96000000,42573.97000000,16.79434000,1706746319999,715183.54465640,635,3.95561000,168440.23328910,0
1706746320000,42573.96000000,42575.15000000,42571.81000000,42571.82000000,10.61945000,1706746379999,452107.08383010,350,7.47207000,318111.10356720,0
1706746380000,42571.81000000,42588.00000000,42571.81000000,42587.99000000,18.06265000,1706746439999,769143.41577370,573,9.18642000,391143.88706510,0
1706746440000,42588.00000000,42605.81000000,42587.99000000,42602.29000000,17.91237000,1706746499999,762939.94893600,685,8.27970000,352665.44528980,0
1706746500000,42602.30000000,42602.30000000,42580.00000000,42580.00000000,18.20187000,1706746559999,775304.94397560,539,2.06204000,87815.58508590,0
1706746560000,42580.01000000,42581.99000000,42573.20000000,42581.98000000,9.52188000,1706746619999,405407.62639210,503,4.72703000,201256.66156610,0
1706746620000,42581.98000000,42582.71000000,42571.22000000,42572.66000000,17.52071000,1706746679999,745982.27174000,546,4.30558000,183308.14557530,0
1706746680000,42572.67000000,42572.67000000,42568.40000000,42569.25000000,9.92850000,1706746739999,422659.28683700,480,2.13579000,90920.17537830,0
1706746740000,42569.26000000,42569.26000000,42564.41000000,42564.42000000,7.45659000,1706746799999,317411.43073440,354,0.89119000,37935.29750390,0
1706746800000,42564.41000000,42564.42000000,42528.00000000,42541.15000000,46.75377000,1706746859999,1988996.37797610,1102,10.98522000,467249.49593010,0
1706746860000,42541.14000000,42541.15000000,42490.01000000,42495.81000000,33.43623000,1706746919999,1421419.65457720,1347,7.00575000,297767.49068450,0
1706746920000,42495.80000000,42495.81000000,42450.00000000,42450.01000000,77.92329000,1706746979999,3309498.63150050,1993,20.85828000,885828.39875750,0
1706746980000,42450.00000000,42450.01000000,42435.24000000,42445.67000000,22.22727000,1706747039999,943452.04855620,1103,7.64018000,324277.01189950,0
1706747040000,42445.67000000,42445.68000000,42425.03000000,42425.03000000,33.71975000,1706747099999,1431053.62686190,889,3.39074000,143895.66434510,0
1706747100000,42425.03000000,42439.27000000,42418.74000000,42439.26000000,29.25576000,1706747159999,1241178.14223660,1023,18.79019000,797186.93374420,0
1706747160000,42439.27000000,42460.46000000,42435.48000000,42460.45000000,23.86373000,1706747219999,1012846.83828790,813,12.92090000,548434.62738880,0
1706747220000,42460.46000000,42460.46000000,42426.99000000,42426.99000000,18.06399000,1706747279999,766660.72132930,801,2.49962000,106065.74943870,0
1706747280000,42427.00000000,42458.00000000,42426.99000000,42458.00000000,15.19811000,1706747339999,644943.34952920,585,11.34437000,481397.85899830,0
1706747340000,42457.99000000,42486.41000000,42453.65000000,42486.40000000,26.21357000,1706747399999,1113304.43832600,692,21.12797000,897302.96855850,0
1706747400000,42486.40000000,42516.67000000,42486.40000000,42510.81000000,22.78467000,1706747459999,968367.44294190,853,19.35320000,822496.50627410,0
1706747460000,42510.81000000,42510.81000000,42451.10000000,42460.00000000,17.79851000,1706747519999,755932.71688580,786,7.53860000,320085.89406930,0
1706747520000,42459.99000000,42461.10000000,42444.97000000,42450.95000000,17.02132000,1706747579999,722620.16165310,555,6.06409000,257442.61001200,0
1706747580000,42450.94000000,42465.99000000,42438.80000000,42438.81000000,18.10230000,1706747639999,768519.89105170,720,9.63072000,408881.30693810,0
